attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,1.766920773073889,4.800690402313963,53,144,2.767064606889298,83
2,5.900848619510913,9.034632632132526,177,271,7.001006836707862,210
3,11.334963449907967,13.93533741782803,340,418,11.835035366815672,355
4,15.002157507231134,17.66920773073889,450,530,15.535567551932685,466
5,19.036070970286616,22.803279410991323,571,684,20.369596082040495,611
6,24.236818906126743,26.903869129634497,727,807,24.7035526952406,741
7,28.070703602419144,30.804430081514592,842,924,28.67078990270839,860
8,31.771235787536156,34.671652905600844,953,1040,32.47133647120694,974
9,35.77181112279779,38.638890113068626,1073,1159,36.605264317643964,1098
10,40.37247275834867,42.90617047068104,1211,1287,40.905882803050226,1227
11,45.43986818301341,48.3402853010781,1363,1450,46.00661635550881,1380
12,50.14054420194583,54.8745583486721,1504,1646,52.80759442545359,1584
13,55.708011543518275,58.30838551143834,1671,1749,56.20808346042598,1686
14,59.441881856429134,62.408975230081516,1783,1872,60.342011306863,1810
15,64.1092197475677,66.77626997107546,1923,2003,64.7426441756508,1942
16,67.94310444386011,70.74350717854325,2038,2122,68.44317636076781,2053
17,73.67726242440179,76.57767954246647,2210,2297,74.24401059689718,2227
18,77.54448524848803,80.21153547199579,2326,2406,78.07789529318958,2342
19,83.04527633447279,86.24573660268209,2491,2587,83.81205327373127,2514
20,87.27921856429134,90.34632632132526,2618,2710,87.94598112016828,2638
21,95.28036923481461,98.18078635287931,2858,2945,95.91379366289772,2877
22,99.64766397580857,102.78144798843019,2989,3083,100.08105963712858,3002
23,108.04887217985801,111.24933244806732,3241,3337,108.54894409676571,3256
24,113.51632513804891,116.71678540625821,3405,3501,114.11641143833815,3423
25,118.35035366815671,121.15075640283986,3550,3634,118.75041120168288,3562
26,123.25105845385222,126.01812306074152,3697,3780,123.78446849855378,3713
27,129.08523081777543,132.1190004470155,3872,3963,129.88534588482776,3896
28,133.4525255587694,136.18625203786485,4003,4085,133.85258309229556,4015
29,137.51977714961873,140.52020865106493,4125,4215,138.25321596108336,4147
30,142.25379129634499,145.12087028661583,4267,4353,142.85387759663425,4285
31,146.15435224822508,148.85474059952668,4384,4465,146.68776229292664,4400
32,149.88822256113593,152.38858214567446,4496,4571,150.3549563502498,4510
33,156.22246684196688,158.62281204312384,4686,4758,156.8225531422561,4704
34,159.58961774914542,162.08997733368392,4787,4862,160.0230134104654,4800
35,163.6235312122009,166.22390518012097,4908,4986,164.19027938469628,4925
36,167.3907396529056,170.0244517486195,5021,5100,168.09084033657638,5042
37,171.55800562713648,174.19171772285037,5146,5225,171.99140128845647,5159
38,175.1918615566658,177.79223552458586,5255,5333,175.9919766237181,5279
39,179.49248004207206,181.89282524322903,5384,5456,180.0258900867736,5400
40,184.65988985011833,187.36027820141993,5539,5620,185.39332866158296,5561
41,188.36042203523533,190.9607960031554,5650,5728,188.86049395214303,5665
42,192.69437864843545,195.3614288719432,5780,5860,193.227788693137,5796
43,196.9949971338417,200.02876676308176,5909,6000,197.66175968971865,5929
44,201.72901128056796,204.56275214304497,6051,6136,202.16240694188798,6064
45,206.3630110439127,209.03006126742045,6190,6270,207.02977359978965,6210
46,211.8971402576913,214.63086673678674,6356,6438,212.43055030239285,6372
47,215.83103933736524,218.96482334998686,6474,6568,216.2977731264791,6488
48,220.59839161188535,223.5321468577439,6617,6705,221.09846352879305,6632
49,224.3322619247962,227.2326790428609,6729,6816,224.8990100972916,6746
50,229.09961419931633,232.2000600841441,6872,6965,229.7997148829871,6893
51,233.93364272942415,236.43400231396265,7017,7092,234.2003477517749,7025
52,237.83420368130422,240.96798769392583,7134,7228,238.3009374704181,7148
53,241.76810276097817,244.9685630291875,7252,7348,242.5682178280305,7276
