attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,2.6026000000000002,5.538866666666666,78,166,3.5035000000000003,105
2,6.239566666666667,9.442766666666667,187,283,7.040366666666666,211
3,9.642966666666666,11.978633333333333,289,359,10.276933333333334,308
4,14.047366666666667,16.483133333333335,421,494,14.781433333333334,443
5,18.8188,21.454766666666668,564,643,19.4194,582
6,22.555866666666667,24.858166666666666,676,745,23.456766666666667,703
7,26.7267,28.928900000000002,801,867,27.127100000000002,813
8,30.663966666666667,33.1331,919,993,31.464766666666666,943
9,36.603233333333336,38.90553333333333,1097,1166,37.47076666666667,1123
10,41.80843333333333,43.977266666666665,1253,1318,42.609233333333336,1277
11,47.68096666666667,49.88316666666667,1429,1495,48.4484,1452
12,51.718333333333334,54.1541,1550,1623,52.48576666666667,1573
13,56.723333333333336,58.8588,1700,1764,57.4574,1722
14,60.927533333333336,63.39666666666667,1826,1900,61.694966666666666,1849
15,65.63223333333333,67.9679,1967,2037,66.43303333333334,1991
16,70.9709,74.94153333333334,2127,2246,72.7727,2181
17,77.21046666666666,79.2792,2314,2376,77.87780000000001,2334
18,80.74733333333333,83.81706666666666,2420,2512,81.44803333333333,2441
19,85.81906666666667,88.08800000000001,2572,2640,86.55313333333334,2594
20,89.1891,91.65823333333333,2673,2747,89.95653333333334,2696
21,93.32656666666666,95.72896666666666,2797,2869,94.02726666666666,2818
22,97.43066666666667,100.8007,2920,3021,98.098,2940
23,102.2021,104.57113333333334,3063,3134,102.86943333333333,3083
24,107.107,109.87643333333334,3210,3293,107.84106666666666,3232
25,111.07763333333334,113.64686666666667,3329,3406,112.0119,3357
26,115.98253333333334,118.08463333333333,3476,3539,116.74996666666667,3499
27,120.28683333333333,122.75596666666667,3605,3679,121.05426666666666,3628
28,123.99053333333333,126.05926666666667,3716,3778,124.65786666666666,3736
29,130.46366666666668,132.76596666666666,3910,3979,131.39793333333333,3938
30,136.8367,139.97316666666666,4101,4195,137.47066666666666,4120
31,142.8427,145.31183333333334,4281,4355,143.5434,4302
32,146.21273333333335,148.38156666666666,4382,4447,146.88006666666666,4402
33,150.61713333333333,153.11963333333333,4514,4589,151.3512,4536
34,155.75560000000002,161.39456666666666,4668,4837,159.52603333333334,4781
35,163.63013333333333,166.03253333333333,4904,4976,164.5644,4932
36,168.53503333333333,170.7706,5051,5118,169.43593333333334,5078
37,172.30546666666666,174.97480000000002,5164,5244,173.10626666666667,5188
38,175.9758,178.2781,5274,5343,176.64313333333334,5294
39,182.41556666666668,184.7846,5467,5538,183.2831,5493
40,186.31946666666667,189.2891,5584,5673,187.25373333333334,5612
41,191.5914,194.7946,5742,5838,192.42556666666667,5767
42,196.12926666666667,198.56503333333333,5878,5951,196.86333333333334,5900
43,199.63276666666667,206.1059,5983,6177,204.33746666666667,6124
44,208.14126666666667,210.4102,6238,6306,209.0088,6264
45,213.44656666666668,215.6154,6397,6462,214.04716666666667,6415
46,217.48393333333334,220.75386666666668,6518,6616,218.05116666666666,6535
47,222.15526666666668,224.69113333333334,6658,6734,222.98943333333332,6683
48,225.8256,228.16126666666668,6768,6838,226.4262,6786
49,228.9287,231.06416666666667,6861,6925,229.69613333333334,6884
50,232.26536666666667,236.5363,6961,7089,235.16826666666668,7048
51,238.80523333333335,241.14090000000002,7157,7227,239.4392,7176
52,243.3431,245.7455,7293,7365,243.9437,7311
