attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,33.833333333333336,36.1,1015,1083,34.53333333333333,1036
2,41.1,43.96666666666667,1233,1319,41.8,1254
3,46.666666666666664,49.8,1400,1494,47.6,1428
4,53.233333333333334,56.5,1597,1695,54.2,1626
5,58.166666666666664,61.4,1745,1842,59.1,1773
6,65.5,69.96666666666667,1965,2099,66.9,2007
7,109.23333333333333,112.3,3277,3369,109.93333333333334,3298
8,113.86666666666666,116.6,3416,3498,114.8,3444
9,118.93333333333334,121.56666666666666,3568,3647,119.7,3591
10,123.66666666666667,126.3,3710,3789,124.63333333333334,3739
11,127.86666666666666,130.4,3836,3912,128.83333333333334,3865
12,132.93333333333334,135.6,3988,4068,133.86666666666667,4016
13,139.13333333333333,142.13333333333333,4174,4264,140.1,4203
14,145.1,148.46666666666667,4353,4454,146.06666666666666,4382
15,152.53333333333333,155.3,4576,4659,153.5,4605
16,157.23333333333332,159.86666666666667,4717,4796,158.16666666666666,4745
17,162.06666666666666,165.13333333333333,4862,4954,163.1,4893
18,166.93333333333334,171.0,5008,5130,169.36666666666667,5081
19,172.53333333333333,174.86666666666667,5176,5246,173.36666666666667,5201
20,177.7,180.4,5331,5412,178.73333333333332,5362
21,182.33333333333334,184.46666666666667,5470,5534,183.0,5490
22,188.3,190.8,5649,5724,189.1,5673
23,192.4,195.06666666666666,5772,5852,193.33333333333334,5800
24,196.33333333333334,198.5,5890,5955,197.06666666666666,5912
25,204.13333333333333,208.43333333333334,6124,6253,206.53333333333333,6196
26,211.36666666666667,214.16666666666666,6341,6425,212.13333333333333,6364
27,216.33333333333334,219.23333333333332,6490,6577,217.16666666666666,6515
28,222.2,225.2,6666,6756,223.23333333333332,6697
29,228.16666666666666,230.73333333333332,6845,6922,229.03333333333333,6871
30,232.96666666666667,235.43333333333334,6989,7063,233.66666666666666,7010
31,238.86666666666667,241.53333333333333,7166,7246,239.8,7194
32,244.96666666666667,247.36666666666667,7349,7421,245.76666666666668,7373
33,249.53333333333333,252.06666666666666,7486,7562,250.33333333333334,7510
34,254.3,256.6,7629,7698,255.2,7656
35,259.1333333333333,261.23333333333335,7774,7837,260.0,7800
36,266.8,268.93333333333334,8004,8068,267.5,8025
37,271.43333333333334,273.56666666666666,8143,8207,272.23333333333335,8167
38,276.8,279.6,8304,8388,277.9,8337
39,282.6666666666667,284.8333333333333,8480,8545,283.43333333333334,8503
40,286.76666666666665,289.6,8603,8688,287.73333333333335,8632
41,290.93333333333334,293.3666666666667,8728,8801,291.6666666666667,8750
42,297.3333333333333,300.1666666666667,8920,9005,298.2,8946
43,302.6,305.2,9078,9156,303.6333333333333,9109
44,307.8666666666667,310.43333333333334,9236,9313,308.8,9264
45,314.3,317.1,9429,9513,315.3666666666667,9461
46,320.8666666666667,323.76666666666665,9626,9713,321.7,9651
47,325.23333333333335,327.56666666666666,9757,9827,325.9,9777
48,332.43333333333334,334.96666666666664,9973,10049,333.1,9993
49,337.1666666666667,339.46666666666664,10115,10184,337.9,10137
50,342.1,344.1666666666667,10263,10325,342.6333333333333,10279
51,346.3666666666667,348.3,10391,10449,346.9,10407
52,350.03333333333336,351.9,10501,10557,350.6,10518
53,354.26666666666665,356.3,10628,10689,354.8666666666667,10646
54,360.0,362.46666666666664,10800,10874,360.9,10827
55,365.8666666666667,368.56666666666666,10976,11057,366.7,11001
