attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,5.8002329224652085,8.467006679920477,174,254,6.800273081510935,204
2,10.233744294234592,12.93385272365805,307,388,11.133780437375746,334
3,14.200570258449304,16.133981232604373,426,484,14.500582306163022,435
4,20.900839324055667,23.267601033797217,627,698,21.567532763419482,647
5,25.567693399602387,27.901120437375745,767,837,26.267721510934393,788
6,29.93453542743539,32.001285089463224,898,960,30.501224850894634,915
7,33.801357375745525,36.20145375745527,1014,1086,34.80139753479125,1044
8,38.43487677932406,40.76830381709741,1153,1223,39.268243578528825,1178
9,42.10169069582505,44.268444373757454,1263,1328,42.76838413518887,1283
10,45.935177972167,48.1019316500994,1378,1443,46.601871411530816,1398
11,50.33535467196819,52.60211236580517,1510,1578,50.73537073558648,1522
12,55.10221276341948,57.43563980119284,1653,1723,55.80224087475149,1674
13,59.069038727634194,61.569139125248505,1772,1847,59.835736182902586,1795
14,63.002530019880716,65.16928369781311,1890,1955,63.56921944333996,1907
15,68.46941622266401,70.90284727634194,2054,2127,69.13610966202783,2074
16,72.00289145129224,74.13631045725646,2160,2224,72.73625423459245,2182
17,77.90312838966203,80.43656345924452,2337,2413,78.63649117296222,2359
18,82.53664779324056,85.2700908946322,2476,2558,83.5033532803181,2505
19,86.50347375745527,88.70356210735586,2595,2661,87.37017522862823,2621
20,89.53692890656063,91.97035996023857,2686,2759,90.3702957057654,2711
21,92.77039208747514,95.20382314115308,2783,2856,93.70376290258449,2811
22,96.30386731610338,98.87063705765408,2889,2966,97.17056878727634,2915
23,100.03735057654076,102.33744294234592,3001,3070,100.87071737574553,3026
24,103.5041564612326,105.50423677932406,3105,3165,104.17084990059642,3125
25,107.1376357057654,109.23772003976143,3214,3277,107.77099447316104,3233
26,113.17121133200796,115.23796099403579,3395,3457,114.00457813121272,3420
27,116.80469057654075,118.70476687872764,3504,3561,117.33804532803181,3520
28,124.00497972166998,127.17177355864811,3720,3815,124.57166914512922,3737
29,131.6386196023857,133.60536524850895,3949,4008,132.27197836978132,3968
30,136.40547769383699,139.00558210735585,4092,4170,136.87216310139164,4106
31,142.1057066003976,144.20579093439363,4263,4326,142.83906938369782,4285
32,146.1392019085487,148.43929427435387,4384,4453,146.70589133200795,4401
33,151.33941073558648,153.60616842942346,4540,4608,151.93943483101393,4558
34,156.50628489065605,158.8397119284294,4695,4765,156.90630095427434,4707
35,160.7731229025845,163.10654994035784,4823,4893,161.4064816699801,4842
36,164.87328755467198,166.90670254473162,4946,5007,165.30663829025843,4959
37,168.4400974552684,170.77352449304175,5053,5123,169.1067908946322,5073
38,171.9735726838966,174.04032234592444,5159,5221,172.3735887475149,5171
39,175.60705192842943,177.74047093439364,5268,5332,176.30708003976142,5289
40,179.44053920477137,181.60729288270377,5383,5448,180.1072326441352,5403
41,183.17402246520874,185.5074495029821,5495,5565,183.7073772166998,5511
42,187.0741790854871,189.34093677932404,5612,5680,187.50752982107355,5625
43,191.4410211133201,193.9077868389662,5743,5817,192.0743798807157,5762
44,196.8079033001988,199.20799968190855,5904,5976,197.40792739562625,5922
45,200.7747292644135,203.0414869582505,6023,6091,201.44142270377733,6043
46,205.2082406361829,207.44166365805168,6156,6223,205.74159538767395,6172
47,209.74175602385685,212.20852174950298,6292,6366,210.37511479125249,6311
48,213.40856994035784,215.54198894632208,6402,6466,214.14193272365804,6424
49,219.27547220675945,221.6755685884692,6578,6650,219.97550031809143,6599
50,225.37571717693837,227.90915224652088,6761,6837,226.14241463220677,6784
51,229.2092044532803,231.27595411530814,6876,6938,229.77589387673956,6893
52,232.5760063220676,234.60942131212724,6977,7038,233.30936910536778,6999
53,236.5761669582505,238.7429206361829,7097,7162,237.24286039761432,7117
54,240.40965423459244,242.14305717693836,7212,7264,241.40969439363818,7242
