attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,82.0,85.0,2460,2550,82.7,2481
2,89.83333333333333,92.3,2695,2769,90.3,2709
3,95.0,97.5,2850,2925,95.7,2871
4,98.96666666666667,101.43333333333334,2969,3043,99.6,2988
5,103.8,106.36666666666666,3114,3191,104.53333333333333,3136
6,109.66666666666667,111.83333333333333,3290,3355,110.5,3315
7,114.3,116.6,3429,3498,115.23333333333333,3457
8,122.6,125.2,3678,3756,123.53333333333333,3706
9,127.13333333333334,129.5,3814,3885,127.73333333333333,3832
10,134.33333333333334,136.76666666666668,4030,4103,135.3,4059
11,140.53333333333333,142.8,4216,4284,141.1,4233
12,144.7,146.7,4341,4401,145.46666666666667,4364
13,149.66666666666666,151.9,4490,4557,150.53333333333333,4516
14,155.6,157.9,4668,4737,156.26666666666668,4688
15,160.56666666666666,162.83333333333334,4817,4885,161.16666666666666,4835
16,165.26666666666668,167.36666666666667,4958,5021,165.96666666666667,4979
17,171.2,173.46666666666667,5136,5204,171.8,5154
18,176.36666666666667,178.83333333333334,5291,5365,176.8,5304
19,182.46666666666667,184.7,5474,5541,183.2,5496
20,186.66666666666666,188.83333333333334,5600,5665,187.3,5619
21,191.13333333333333,193.4,5734,5802,191.73333333333332,5752
22,197.36666666666667,199.7,5921,5991,198.1,5943
23,201.8,204.43333333333334,6054,6133,202.46666666666667,6074
24,207.33333333333334,209.36666666666667,6220,6281,208.06666666666666,6242
25,212.46666666666667,214.33333333333334,6374,6430,213.03333333333333,6391
26,216.93333333333334,219.23333333333332,6508,6577,217.66666666666666,6530
27,222.63333333333333,224.63333333333333,6679,6739,223.33333333333334,6700
28,226.9,229.16666666666666,6807,6875,227.63333333333333,6829
29,233.43333333333334,235.53333333333333,7003,7066,234.06666666666666,7022
30,239.13333333333333,241.3,7174,7239,239.76666666666668,7193
31,243.63333333333333,245.93333333333334,7309,7378,244.3,7329
32,247.93333333333334,250.0,7438,7500,248.53333333333333,7456
33,254.06666666666666,256.8,7622,7704,254.73333333333332,7642
34,263.3333333333333,265.3666666666667,7900,7961,263.96666666666664,7919
35,271.73333333333335,274.0,8152,8220,272.2,8166
36,276.03333333333336,278.2,8281,8346,276.76666666666665,8303
37,279.93333333333334,282.03333333333336,8398,8461,280.76666666666665,8423
38,285.2,287.3666666666667,8556,8621,285.9,8577
39,291.4,293.6,8742,8808,292.2,8766
40,295.6666666666667,297.73333333333335,8870,8932,296.3,8889
41,300.2,302.43333333333334,9006,9073,300.8666666666667,9026
42,304.5,306.7,9135,9201,305.1333333333333,9154
43,309.1333333333333,311.43333333333334,9274,9343,309.8,9294
44,315.3666666666667,317.43333333333334,9461,9523,315.93333333333334,9478
45,319.93333333333334,322.1,9598,9663,320.43333333333334,9613
46,324.76666666666665,327.23333333333335,9743,9817,325.23333333333335,9757
47,333.1333333333333,335.2,9994,10056,333.6666666666667,10010
