attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,2.1336301715378636,4.2005844002151695,64,126,2.6336997429920506,79
2,5.300737457414381,7.501043571812803,159,225,6.000834857450242,180
3,10.66815085768932,12.96847088637858,320,389,11.368248257725181,341
4,14.76872134361365,16.96902745801207,443,509,15.335466857928397,460
5,18.60258805809575,21.169611858227242,558,635,19.636065172434403,589
6,23.036538258322874,25.236844372721297,691,757,23.6366217440679,709
7,27.33713657282888,29.470766744366745,820,884,27.837206144283066,835
8,32.704549973103816,35.071545944653636,981,1052,33.47132331600024,1004
9,37.171838144761224,40.072241659195505,1115,1202,38.33866714482099,1150
10,41.77247820213974,44.03946025939872,1253,1321,42.40589965931505,1272
11,45.472993030900724,48.0733548024625,1364,1442,46.07307651664575,1382
12,49.77359134540673,52.07391137409599,1493,1562,50.50702671687287,1515
13,54.40756937421553,56.64121346004423,1632,1699,55.04099083139083,1651
14,58.10808420297651,60.341728288805214,1743,1810,58.741505660151816,1762
15,61.50855728886498,63.57551151754229,1845,1907,62.041964831749446,1861
16,66.60926691769768,68.94292491781722,1998,2068,67.30936431773355,2019
17,71.10989306078537,73.54356497519575,2133,2206,71.74331451796067,2152
18,75.94389891817585,78.27755691829537,2278,2348,76.6439963182117,2299
19,80.04446940410017,82.37812740421971,2401,2471,80.87791868985715,2426
20,84.71178540433925,87.07878137588906,2541,2612,85.41188280437511,2562
21,89.71248111888112,91.91278723327954,2691,2757,90.47925446177754,2714
22,94.3797971191202,98.5137055764748,2831,2955,96.94682091925169,2908
23,101.5474609766302,104.18116071962226,3046,3125,102.54760011953859,3076
24,106.181439005439,108.18171729125575,3185,3245,106.78152249118403,3203
25,109.11518049130356,111.24881066284144,3273,3337,109.78193991990915,3293
26,112.64900546291315,114.51593186300879,3379,3435,113.18241300579761,3395
27,120.8834844061921,123.08379052059053,3626,3692,121.61691977765824,3648
28,125.48412446357061,127.78444449225988,3764,3833,126.18422186360648,3785
29,129.51801900663438,131.71832512103282,3885,3951,129.95141263522802,3898
30,133.48523760683761,135.45217792122406,4004,4063,133.95196920686152,4018
31,140.3528597214751,142.6198417787341,4210,4278,141.05295712151096,4231
32,143.82000875022413,147.0871299503915,4314,4412,145.6202592074592,4368
33,150.02087143625604,152.08782566493335,4500,4562,150.72096883629192,4521
34,154.0881039507501,156.1550581794274,4622,4684,154.78820135078595,4643
35,157.25521123662662,159.25548952244336,4717,4777,157.9219706652322,4737
36,160.68902229394536,162.82265246548323,4820,4884,161.25576780826012,4837
37,164.6229029227183,166.62318120853504,4938,4998,165.1229724941725,4953
38,168.55678355149124,170.49038589444743,5056,5114,169.15686703723625,5074
39,171.99059460881,174.02421086605702,5159,5220,172.59067809455502,5177
40,176.05782712330404,178.15811932341163,5281,5344,176.7579245233399,5302
41,179.52497615205309,182.32536575219652,5385,5469,180.82515703783395,5424
42,185.5591489809336,187.89280698105313,5566,5636,186.32592232383,5589
43,189.3596777239854,191.42663195266272,5680,5742,190.026437152591,5700
44,192.52678500986192,194.69375315283008,5775,5840,193.29355835275834,5798
45,196.19396186719263,198.29425406730022,5885,5948,196.79404535293764,5903
46,199.4277450959297,201.72806512461898,5982,6051,200.16118046739584,6004
47,202.86155615324847,205.72862169625247,6085,6171,204.2617509533202,6127
48,207.96226578208118,210.06255798218874,6238,6301,208.49567332496562,6254
49,212.29620206801744,215.46330935389398,6368,6463,213.196327296635,6395
50,216.56346241109318,218.96379635407328,6496,6568,217.3302357539896,6519
51,220.0306114398422,222.39760741139202,6600,6671,220.73070883987808,6621
52,223.83114018289402,225.86475644014106,6714,6775,224.4978996114996,6734
53,227.3649651545036,229.4319193831809,6820,6882,227.93171066881837,6837
54,231.49887361185822,233.69917972625666,6944,7010,232.06561912617298,6961
55,235.13271249775866,237.23300469786622,7053,7116,235.73279598350368,7071
56,238.29981978363517,240.86684358376667,7148,7225,239.29995892654352,7178
57,242.33371432669895,244.8007242125396,7269,7343,243.23383955531648,7296
