attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,5.666666666666667,8.233333333333333,170,247,6.1,183
2,10.833333333333334,13.366666666666667,325,401,11.4,342
3,17.433333333333334,19.833333333333332,523,595,17.8,534
4,21.8,24.533333333333335,654,736,22.2,666
5,26.2,28.533333333333335,786,856,26.566666666666666,797
6,31.966666666666665,34.43333333333333,959,1033,32.4,972
7,36.233333333333334,38.733333333333334,1087,1162,36.6,1098
8,40.8,45.13333333333333,1224,1354,43.03333333333333,1291
9,47.1,49.56666666666667,1413,1487,47.53333333333333,1426
10,51.5,53.7,1545,1611,51.833333333333336,1555
11,55.63333333333333,57.9,1669,1737,55.96666666666667,1679
12,64.1,66.7,1923,2001,64.63333333333334,1939
13,68.23333333333333,70.8,2047,2124,68.6,2058
14,73.23333333333333,75.63333333333334,2197,2269,73.76666666666667,2213
15,77.73333333333333,79.9,2332,2397,78.06666666666666,2342
16,82.13333333333334,84.46666666666667,2464,2534,82.53333333333333,2476
17,87.56666666666666,89.96666666666667,2627,2699,87.93333333333334,2638
18,91.7,94.1,2751,2823,92.16666666666667,2765
19,95.8,98.23333333333333,2874,2947,96.23333333333333,2887
20,100.2,102.56666666666666,3006,3077,100.66666666666667,3020
21,104.53333333333333,107.3,3136,3219,105.13333333333334,3154
22,111.06666666666666,113.5,3332,3405,111.63333333333334,3349
23,117.6,120.2,3528,3606,118.0,3540
24,127.43333333333334,130.03333333333333,3823,3901,128.06666666666666,3842
25,132.2,134.63333333333333,3966,4039,132.63333333333333,3979
26,138.46666666666667,141.0,4154,4230,138.9,4167
27,149.46666666666667,153.03333333333333,4484,4591,150.16666666666666,4505
28,155.36666666666667,157.76666666666668,4661,4733,155.73333333333332,4672
29,159.33333333333334,161.33333333333334,4780,4840,159.63333333333333,4789
30,164.2,166.36666666666667,4926,4991,164.56666666666666,4937
31,168.56666666666666,170.63333333333333,5057,5119,168.96666666666667,5069
32,172.86666666666667,175.2,5186,5256,173.26666666666668,5198
33,177.1,179.33333333333334,5313,5380,177.46666666666667,5324
34,181.56666666666666,183.86666666666667,5447,5516,182.1,5463
35,186.23333333333332,188.56666666666666,5587,5657,186.9,5607
36,188.8,191.16666666666666,5664,5735,189.36666666666667,5681
37,192.53333333333333,194.73333333333332,5776,5842,192.9,5787
38,196.56666666666666,198.73333333333332,5897,5962,197.03333333333333,5911
39,200.63333333333333,202.8,6019,6084,201.0,6030
40,204.73333333333332,206.86666666666667,6142,6206,205.16666666666666,6155
41,209.0,211.16666666666666,6270,6335,209.43333333333334,6283
42,214.0,216.4,6420,6492,214.53333333333333,6436
43,219.6,221.9,6588,6657,220.13333333333333,6604
44,223.43333333333334,225.6,6703,6768,223.8,6714
45,228.5,230.66666666666666,6855,6920,228.96666666666667,6869
46,231.73333333333332,233.63333333333333,6952,7009,232.13333333333333,6964
47,236.43333333333334,238.56666666666666,7093,7157,236.86666666666667,7106
48,240.43333333333334,242.6,7213,7278,240.83333333333334,7225
49,244.23333333333332,246.2,7327,7386,244.63333333333333,7339
50,247.26666666666668,249.23333333333332,7418,7477,247.73333333333332,7432
