attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,1.5002063720991217,3.3671298573780284,45,101,2.10028892093877,63
2,5.267391262036916,7.63438353801553,158,229,6.000825488396487,180
3,9.63465870081436,12.668409364392582,289,380,11.001513395393559,330
4,14.768698285331352,17.002338883790046,443,510,15.402118753550981,462
5,21.50295800008741,23.63658484040616,645,709,21.903013032647177,657
6,26.703673423364364,28.970651941203037,801,869,27.07039053654415,812
7,33.97133984820011,36.438345882318664,1019,1093,34.5047465582798,1035
8,38.20525560945763,40.4722341272963,1146,1214,38.9386898358172,1168
9,42.43917137071515,44.77282572731379,1273,1343,43.13926767769474,1294
10,47.43985927771222,49.37345860175109,1423,1481,47.90659014903195,1437
11,50.940340812610174,53.173981411068866,1528,1595,51.47374752268986,1544
12,54.440822347508124,56.7078008653468,1633,1701,55.007566976967794,1650
13,58.44137267310578,60.675013271564474,1753,1820,59.00811730256545,1770
14,62.37524715994348,64.74223943592209,1871,1942,62.97532970878313,1889
15,68.00935553516018,69.90961693981907,2040,2097,68.40941056771995,2052
16,71.94323002199788,74.17687062045657,2158,2225,72.60998840959749,2178
17,76.3438353801553,78.64415181737395,2290,2359,76.77722833209505,2303
18,79.94433067319319,82.01128167475198,2398,2460,80.51107530265286,2415
19,83.678177643751,85.94515616158968,2510,2578,84.34493603135061,2530
20,87.21199709802893,90.24574776160716,2616,2707,88.74554138950803,2662
21,95.27977358798421,97.28004875078304,2858,2918,95.94653197558382,2878
22,98.58022760660228,100.68051652754104,2957,3020,99.24698599420189,2977
23,104.64772893375873,106.61466617717758,3139,3198,105.28114940197835,3158
24,108.01485879113676,110.11514771207553,3240,3303,108.71495509811635,3261
25,111.31531280975483,113.38226381131362,3339,3401,111.84871951983452,3355
26,116.14931111985199,118.0162346051309,3484,3540,116.51602823303178,3495
27,119.34975138033012,121.25001278498901,3580,3637,119.98317184854974,3599
28,122.78355707646811,124.61714264236704,3683,3738,123.21695002840785,3696
29,125.81730774004633,128.55101712920472,3774,3856,126.91745907958568,3807
30,130.91800940518334,133.0182983261221,3927,3990,131.65144363154292,3949
31,135.7520077152805,137.6856070393194,4072,4130,136.1187248284603,4083
32,145.5200180936148,147.7536586920735,4365,4432,146.1867764812144,4385
33,152.38762948589078,154.7212838424894,4571,4641,152.82102243783052,4584
34,156.18815229520854,158.05507578048747,4685,4741,156.6215452471483,4698
35,161.78892275104528,163.6225083169442,4853,4908,162.255653622365,4867
36,165.02270093090337,166.78961065804233,4950,5003,165.42275596346315,4962
37,168.2564791107615,170.52345762860017,5047,5115,169.02325125650103,5070
38,172.92378782395875,174.99073882551755,5187,5249,173.65722205031832,5209
39,179.9914267325146,181.85835021779351,5399,5455,180.45815760383434,5413
40,187.5591344317702,189.55940959456902,5626,5686,188.12587906122985,5643
41,190.85958845038826,193.02655321008697,5725,5790,191.52634683798786,5745
42,194.59343542094607,196.5603726643649,5837,5896,195.09350421164578,5852
43,197.82721360080416,199.76081292484304,5934,5992,198.4272961496438,5952
44,201.42770889384207,203.52799781478083,6042,6105,201.8611018457818,6055
45,205.6282867357196,207.59522397913844,6168,6227,206.1283555264193,6183
46,210.32893336829684,212.26253269233572,6309,6367,210.72898840085662,6321
47,213.22933235435517,215.196269597774,6396,6455,213.92942866133475,6417
48,216.82982764739305,219.39684743965154,6504,6581,217.7966273094125,6533
49,220.6636883760908,222.59728770012967,6619,6677,221.1637571667905,6634
50,224.36419742726864,226.53116218696735,6730,6795,224.86426621796835,6745
51,229.46489909240566,231.66520177148436,6883,6949,230.13165748000526,6903
52,232.9320427079236,234.89897995134245,6987,7046,233.53212525676327,7005
53,236.0324692102618,238.29944772810046,7080,7148,236.6992275978614,7100
54,239.39959906763983,241.26652255291873,7181,7237,239.86632993895955,7195
55,242.56670140873797,245.0670453622365,7276,7351,243.50016315137742,7304
56,246.7672792506155,251.26789836691287,7402,7537,249.73435407543377,7491
