attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,0.0,1.3001838213699577,0,39,0.0,0
2,3.6671851371973165,6.934313713973108,110,208,4.40062216463678,132
3,8.267835582044858,10.13476619734531,248,304,8.80124432927356,264
4,13.03517626040137,15.435515622930522,391,463,13.501908914226483,405
5,17.7025027986525,20.302870441392415,531,609,18.33592568598658,550
6,22.703209803921567,25.47026768017045,681,764,23.336632691255648,700
7,26.670437361435027,29.30414305087674,800,879,27.003817828452966,810
8,33.37138474849558,36.10510457804267,1001,1083,33.871455449022484,1016
9,39.33889510811667,42.50600954478708,1180,1275,40.30569846246868,1209
10,44.37294016008753,46.57325124240592,1331,1397,45.0397010941234,1351
11,48.373505764302784,51.207239733955255,1451,1536,48.97359060493507,1469
12,52.27405722841266,54.807748777748984,1568,1644,52.87414206904494,1586
13,56.44131306613688,58.441595868244505,1693,1753,57.17475009357634,1715
14,60.0751601566324,62.308809285652586,1802,1869,60.708583043966485,1821
15,64.9091769283925,67.94293917825573,1947,2038,65.57593786242838,1967
16,68.6097001122916,70.8433492413118,2058,2125,69.2097849529239,2076
17,72.74361790331405,74.84391484552705,2182,2245,73.34370274394632,2200
18,76.7108454608275,79.14452287005845,2301,2374,77.17757811465262,2315
19,83.91186354841496,86.17885072413694,2517,2585,84.51194838904725,2535
20,87.94576719933201,90.27943046845758,2638,2708,88.54585203996429,2656
21,92.24637522386341,94.78006677319974,2767,2843,93.07982639140825,2792
22,96.6136593417984,98.84730847081858,2898,2965,97.21374418243067,2916
23,102.01442290748898,104.0813818030002,3060,3122,102.5144936080159,3075
24,106.38170702542396,108.74870834125133,3191,3262,106.94845381935447,3208
25,110.14890630272667,112.21586519823788,3304,3366,110.68231504995536,3320
26,114.31616214045088,116.3831210359621,3429,3491,114.7495567475742,3442
27,118.48341797817511,120.91709538740606,3554,3627,118.95015063200023,3568
28,123.9841956839711,126.21784481299127,3719,3786,124.4509283377962,3733
29,128.08477542829172,130.2517484639083,3842,3907,128.58484612881864,3857
30,133.81891946100026,136.1859207768276,4014,4085,134.48568039503613,4034
31,139.68641568051595,141.82005066943077,4190,4254,139.91978200742852,4197
32,144.02036175174916,146.55405330108547,4320,4396,144.42041831217068,4332
33,148.45432196308772,151.15470374593303,4453,4534,148.95439266361464,4468
34,154.4885084161124,157.6889608994846,4634,4730,155.5886639572716,4667
35,160.4226807290317,162.85635813826264,4812,4885,160.9560894762604,4828
36,165.32337359419537,167.4570085831102,4959,5023,165.65675406121332,4969
37,171.5909263741326,175.9915485387694,5147,5279,174.4579983904869,5233
38,177.15838017333218,179.7254097693703,5314,5391,177.69178892056087,5330
39,180.8255653105295,182.9258622527425,5424,5487,181.39231210446,5441
40,183.89266560709453,187.85989316460797,5516,5635,184.32606021421785,5529
41,189.62680963980304,191.6270924419107,5688,5748,190.16021838703176,5704
42,192.82726212317525,195.09424929889724,5784,5852,193.2273186835968,5796
43,198.22802568886584,200.22830849097346,5946,6006,198.79477248279633,5963
44,202.39528152659008,204.22887409518873,6071,6126,202.86201418041517,6085
45,207.1959602516484,209.42960938066855,6215,6282,207.79604509228065,6233
46,211.59658241628514,213.69687935849817,6347,6410,212.09665311681206,6362
47,214.73035880625378,216.83065574846677,6441,6504,215.29710560018427,6458
48,218.26419175664392,221.09792572629638,6547,6632,218.69758636376724,6560
49,222.43144759436814,224.46506844317756,6672,6733,222.86484220149146,6685
50,225.3985337508278,227.36547850623361,6761,6820,225.8986044513547,6776
51,229.36576130834123,231.36604411044888,6880,6940,229.79915591546455,6893
52,232.66622793181884,234.899877060839,6979,7046,233.16629863234573,6994
53,238.60040024473813,240.80071132705652,7157,7223,239.16714703866862,7174
54,243.26772678298926,245.36802372520225,7297,7360,243.66778334341078,7309
55,246.43484121965966,249.00187081569777,7392,7469,247.3349684806081,7419
56,249.23523714261034,257.26970639774265,7476,7717,249.83532198324264,7494
