attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame
1,2.200305858694195,4.6339774902801985,66,139,3.233782852929347,97
2,9.267954980560397,11.301571001474729,278,339,9.901376364123877,297
3,12.635089703713634,14.33532604906824,379,430,13.10182124949725,393
4,18.135854350449122,20.13613240380748,544,604,18.835951669124547,565
5,21.369637203378467,23.53660509451669,641,706,22.203086392277786,666
6,24.836785829199624,26.63703607722215,745,799,25.30351737498324,759
7,28.30393445502078,30.270874540823165,849,908,28.970693806140233,869
8,31.67106917817402,36.83845414934978,950,1105,35.43825951199893,1063
9,38.20531081914466,40.27226480761496,1146,1208,38.87207017026411,1166
10,42.9059642445368,44.77289042767127,1287,1343,43.60606156321223,1308
11,46.839844416141574,48.97347433972382,1405,1469,47.506603767261026,1425
12,52.87401654377262,54.84095662957501,1586,1645,53.47409995978013,1604
13,56.807896715377396,58.77483680117978,1704,1763,57.541332001608794,1726
14,60.67510095187022,62.7753929078965,1820,1883,61.241846400321755,1837
15,64.8423468963668,67.07599072261696,1945,2012,65.64245811771015,1969
16,69.27629658131117,71.20989869955758,2078,2136,69.97639389998659,2099
17,72.44340349912856,74.37700561737498,2173,2231,73.17683878535996,2195
18,78.11085798364392,80.67788148545381,2343,2420,78.97764514009921,2369
19,84.77845149483845,86.97875735353264,2543,2609,85.57856271618179,2567
20,89.24573914733878,91.5460589087009,2677,2746,89.87916053090227,2696
21,93.44632305939133,95.61329095052956,2803,2868,94.14642037806676,2824
22,96.98014762032444,98.9804256736828,2909,2969,97.61356900388792,2928
23,100.34728234347767,102.41423633194798,3010,3072,101.0473796621531,3031
24,106.58148227644456,108.81512610269473,3197,3264,107.5149453680118,3225
25,115.48271961388926,117.48299766724762,3464,3524,116.18281693256469,3485
26,119.78331742860973,121.85027141708004,3593,3655,120.41673881217321,3612
27,124.0839152433302,126.31755906958037,3722,3789,124.78401256200563,3743
28,127.78442964204316,129.85138363051348,3833,3895,128.3845130580507,3851
29,131.98501355409573,134.28533331545782,3959,4028,132.88513867810698,3986
30,138.25255145461858,140.38618137820083,4147,4211,139.15267657862984,4174
31,141.95306585333154,144.25338561469366,4258,4327,142.65316317200697,4279
32,145.7869321222684,147.58718237029092,4373,4427,146.42035350583188,4392
33,148.720673267194,150.95431709344416,4461,4528,149.62079839120526,4488
34,152.52120156857487,155.12156303794075,4575,4653,153.62135449792197,4608
35,159.28880898243733,161.58912874379942,4778,4847,160.12225817133663,4803
36,164.45619395361308,166.72317574741922,4933,5001,165.25630517495642,4957
37,168.79012973588954,170.82374575680385,5063,5124,169.29019924922912,5078
38,172.52398210215847,174.85763983107654,5175,5245,173.19074145327792,5195
39,177.42466333288644,179.95834886714036,5322,5398,178.3247884568977,5349
40,182.19199269339052,184.35896058452875,5465,5530,183.02544188228984,5490
41,185.49245148143183,187.5927434374581,5564,5627,186.1258728649953,5583
42,189.0262760423649,191.19324393350314,5670,5735,189.72637336104034,5691
43,194.1936610135407,196.22727703445503,5825,5886,194.86042036466014,5845
44,200.72790265451133,202.96154648076148,6021,6088,201.39466200563078,6041
45,204.32840315055637,206.56204697680653,6129,6196,205.06183843678778,6151
46,207.52884803592974,209.629139991956,6225,6288,208.428973159941,6252
47,211.46272820753452,213.36299235822497,6343,6400,212.096149591098,6362
48,215.0298907360236,217.13018269204986,6450,6513,215.83000195736693,6474
49,221.66414627966216,223.66442433302052,6649,6709,222.19755376055772,6665
50,225.59802645126692,227.83167027751708,6767,6834,226.33146173749833,6789
51,231.53218467623006,233.6658145998123,6945,7009,232.2322819949055,6966
52,234.83264346427134,237.0662872905215,7044,7111,235.4994028153908,7064
53,240.93349152701435,243.13379738570853,7227,7293,241.8336166510256,7254
