attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame,ground_truth_block_drop,is_flagged,reason_for_flag
1.0,33.833333333333336,36.1,1015.0,1083.0,34.53333333333333,1036.0,1.0,0.0,
2.0,41.1,43.96666666666667,1233.0,1319.0,41.8,1254.0,1.0,0.0,
3.0,46.66666666666666,49.8,1400.0,1494.0,47.6,1428.0,1.0,0.0,
4.0,53.23333333333333,56.5,1597.0,1695.0,54.2,1626.0,1.0,0.0,
5.0,58.16666666666666,61.4,1745.0,1842.0,59.1,1773.0,1.0,0.0,
6.0,65.5,69.96666666666667,1965.0,2099.0,66.9,2007.0,0.0,0.0,
7.0,109.23333333333332,112.3,3277.0,3369.0,109.93333333333334,3298.0,1.0,0.0,
8.0,113.86666666666666,116.6,3416.0,3498.0,114.8,3444.0,1.0,0.0,
9.0,118.93333333333334,121.56666666666666,3568.0,3647.0,119.7,3591.0,1.0,0.0,
10.0,123.66666666666669,126.3,3710.0,3789.0,124.63333333333334,3739.0,1.0,0.0,
11.0,127.86666666666666,130.4,3836.0,3912.0,128.83333333333334,3865.0,1.0,0.0,
12.0,132.93333333333334,135.6,3988.0,4068.0,133.86666666666667,4016.0,1.0,0.0,
13.0,139.13333333333333,142.13333333333333,4174.0,4264.0,140.1,4203.0,1.0,0.0,
14.0,145.1,148.46666666666667,4353.0,4454.0,146.06666666666666,4382.0,1.0,0.0,
15.0,152.53333333333333,155.3,4576.0,4659.0,153.5,4605.0,1.0,0.0,
16.0,157.23333333333332,159.86666666666667,4717.0,4796.0,158.16666666666666,4745.0,1.0,0.0,
17.0,162.06666666666666,165.13333333333333,4862.0,4954.0,163.1,4893.0,1.0,0.0,
18.0,166.93333333333334,171.0,5008.0,5130.0,169.36666666666667,5081.0,1.0,0.0,
19.0,172.53333333333333,174.86666666666667,5176.0,5246.0,173.36666666666667,5201.0,1.0,0.0,
20.0,177.7,180.4,5331.0,5412.0,178.73333333333332,5362.0,1.0,0.0,
21.0,182.33333333333331,184.46666666666667,5470.0,5534.0,183.0,5490.0,1.0,0.0,
22.0,188.3,190.8,5649.0,5724.0,189.1,5673.0,1.0,0.0,
23.0,192.4,195.06666666666663,5772.0,5852.0,193.33333333333331,5800.0,1.0,0.0,
24.0,196.33333333333331,198.5,5890.0,5955.0,197.06666666666663,5912.0,1.0,0.0,
25.0,204.13333333333333,208.4333333333333,6124.0,6253.0,206.53333333333333,6196.0,1.0,0.0,
26.0,211.36666666666667,214.16666666666663,6341.0,6425.0,212.13333333333333,6364.0,1.0,0.0,
27.0,216.33333333333331,219.2333333333333,6490.0,6577.0,217.16666666666663,6515.0,1.0,0.0,
28.0,222.2,225.2,6666.0,6756.0,223.2333333333333,6697.0,1.0,0.0,
29.0,228.16666666666663,230.7333333333333,6845.0,6922.0,229.03333333333333,6871.0,1.0,0.0,
30.0,232.96666666666667,235.4333333333333,6989.0,7063.0,233.66666666666663,7010.0,1.0,0.0,
31.0,238.86666666666667,241.53333333333333,7166.0,7246.0,239.8,7194.0,1.0,0.0,
32.0,244.96666666666667,247.36666666666667,7349.0,7421.0,245.76666666666668,7373.0,1.0,0.0,
33.0,249.53333333333333,252.06666666666663,7486.0,7562.0,250.33333333333331,7510.0,1.0,0.0,
34.0,254.3,256.6,7629.0,7698.0,255.2,7656.0,1.0,0.0,
35.0,259.1333333333333,261.2333333333333,7774.0,7837.0,260.0,7800.0,1.0,0.0,
36.0,266.8,268.93333333333334,8004.0,8068.0,267.5,8025.0,1.0,0.0,
37.0,271.43333333333334,273.56666666666666,8143.0,8207.0,272.2333333333333,8167.0,1.0,0.0,
38.0,276.8,279.6,8304.0,8388.0,277.9,8337.0,0.0,0.0,
39.0,282.6666666666667,284.8333333333333,8480.0,8545.0,283.43333333333334,8503.0,1.0,0.0,
40.0,286.76666666666665,289.6,8603.0,8688.0,287.7333333333333,8632.0,1.0,0.0,
41.0,290.93333333333334,293.3666666666667,8728.0,8801.0,291.6666666666667,8750.0,1.0,0.0,
42.0,297.3333333333333,300.1666666666667,8920.0,9005.0,298.2,8946.0,1.0,0.0,
43.0,302.6,305.2,9078.0,9156.0,303.6333333333333,9109.0,1.0,0.0,
44.0,307.8666666666667,310.43333333333334,9236.0,9313.0,308.8,9264.0,1.0,0.0,
45.0,314.3,317.1,9429.0,9513.0,315.3666666666667,9461.0,1.0,0.0,
46.0,320.8666666666667,323.76666666666665,9626.0,9713.0,321.7,9651.0,1.0,0.0,
47.0,325.2333333333333,327.56666666666666,9757.0,9827.0,325.9,9777.0,1.0,0.0,
48.0,332.43333333333334,334.96666666666664,9973.0,10049.0,333.1,9993.0,1.0,0.0,
49.0,337.1666666666667,339.46666666666664,10115.0,10184.0,337.9,10137.0,1.0,0.0,
50.0,342.1,344.1666666666667,10263.0,10325.0,342.6333333333333,10279.0,1.0,0.0,
51.0,346.3666666666667,348.3,10391.0,10449.0,346.9,10407.0,1.0,0.0,
52.0,350.03333333333336,351.9,10501.0,10557.0,350.6,10518.0,1.0,0.0,
53.0,354.26666666666665,356.3,10628.0,10689.0,354.8666666666667,10646.0,1.0,0.0,
54.0,360.0,362.4666666666666,10800.0,10874.0,360.9,10827.0,1.0,0.0,
55.0,365.8666666666667,368.56666666666666,10976.0,11057.0,366.7,11001.0,1.0,0.0,
