attempt_number,attempt_start_time,attempt_end_time,attempt_start_frame,attempt_end_frame,cross_time,cross_frame,ground_truth_block_drop,is_flagged,reason_for_flag
1.0,1.766920773073889,4.800690402313963,53.0,144.0,2.767064606889298,83.0,1.0,0.0,
2.0,5.900848619510913,9.034632632132526,177.0,271.0,7.001006836707862,210.0,1.0,0.0,
3.0,11.334963449907969,13.93533741782803,340.0,418.0,11.835035366815672,355.0,1.0,0.0,
4.0,15.002157507231134,17.66920773073889,450.0,530.0,15.535567551932685,466.0,1.0,0.0,
5.0,19.036070970286616,22.803279410991323,571.0,684.0,20.36959608204049,611.0,1.0,0.0,
6.0,24.236818906126743,26.903869129634497,727.0,807.0,24.7035526952406,741.0,1.0,0.0,
7.0,28.070703602419144,30.804430081514592,842.0,924.0,28.67078990270839,860.0,1.0,0.0,
8.0,31.77123578753616,34.671652905600844,953.0,1040.0,32.47133647120694,974.0,1.0,0.0,
9.0,35.77181112279779,38.63889011306863,1073.0,1159.0,36.605264317643964,1098.0,1.0,0.0,
10.0,40.37247275834867,42.90617047068104,1211.0,1287.0,40.90588280305023,1227.0,1.0,0.0,
11.0,45.43986818301341,48.3402853010781,1363.0,1450.0,46.00661635550881,1380.0,1.0,0.0,
12.0,50.14054420194583,54.8745583486721,1504.0,1646.0,52.80759442545359,1584.0,1.0,0.0,
13.0,55.70801154351828,58.30838551143834,1671.0,1749.0,56.20808346042598,1686.0,1.0,0.0,
14.0,59.441881856429134,62.40897523008152,1783.0,1872.0,60.342011306863,1810.0,1.0,0.0,
15.0,64.1092197475677,66.77626997107546,1923.0,2003.0,64.7426441756508,1942.0,1.0,0.0,
16.0,67.94310444386011,70.74350717854325,2038.0,2122.0,68.44317636076781,2053.0,1.0,0.0,
17.0,73.67726242440179,76.57767954246647,2210.0,2297.0,74.24401059689718,2227.0,1.0,0.0,
18.0,77.54448524848803,80.21153547199579,2326.0,2406.0,78.07789529318958,2342.0,1.0,0.0,
19.0,83.04527633447279,86.24573660268209,2491.0,2587.0,83.81205327373127,2514.0,1.0,0.0,
20.0,87.27921856429134,90.34632632132526,2618.0,2710.0,87.94598112016828,2638.0,1.0,0.0,
21.0,95.2803692348146,98.18078635287932,2858.0,2945.0,95.91379366289772,2877.0,1.0,0.0,
22.0,99.64766397580856,102.7814479884302,2989.0,3083.0,100.08105963712858,3002.0,1.0,0.0,
23.0,108.048872179858,111.24933244806732,3241.0,3337.0,108.54894409676572,3256.0,1.0,0.0,
24.0,113.51632513804893,116.7167854062582,3405.0,3501.0,114.11641143833816,3423.0,1.0,0.0,
25.0,118.35035366815671,121.15075640283986,3550.0,3634.0,118.75041120168288,3562.0,1.0,0.0,
26.0,123.25105845385222,126.01812306074152,3697.0,3780.0,123.78446849855378,3713.0,1.0,0.0,
27.0,129.08523081777545,132.1190004470155,3872.0,3963.0,129.88534588482776,3896.0,1.0,0.0,
28.0,133.4525255587694,136.18625203786485,4003.0,4085.0,133.85258309229556,4015.0,1.0,0.0,
29.0,137.51977714961873,140.52020865106493,4125.0,4215.0,138.25321596108336,4147.0,1.0,0.0,
30.0,142.253791296345,145.12087028661583,4267.0,4353.0,142.85387759663425,4285.0,1.0,0.0,
31.0,146.15435224822508,148.85474059952668,4384.0,4465.0,146.68776229292664,4400.0,1.0,0.0,
32.0,149.88822256113593,152.38858214567446,4496.0,4571.0,150.3549563502498,4510.0,1.0,0.0,
33.0,156.22246684196688,158.62281204312384,4686.0,4758.0,156.8225531422561,4704.0,1.0,0.0,
34.0,159.58961774914542,162.08997733368392,4787.0,4862.0,160.0230134104654,4800.0,1.0,0.0,
35.0,163.6235312122009,166.22390518012097,4908.0,4986.0,164.19027938469628,4925.0,1.0,0.0,
36.0,167.3907396529056,170.0244517486195,5021.0,5100.0,168.09084033657638,5042.0,1.0,0.0,
37.0,171.55800562713648,174.19171772285037,5146.0,5225.0,171.99140128845647,5159.0,1.0,0.0,
38.0,175.1918615566658,177.79223552458586,5255.0,5333.0,175.9919766237181,5279.0,1.0,0.0,
39.0,179.49248004207206,181.89282524322903,5384.0,5456.0,180.0258900867736,5400.0,1.0,0.0,
40.0,184.65988985011836,187.36027820141996,5539.0,5620.0,185.39332866158296,5561.0,1.0,0.0,
41.0,188.36042203523533,190.9607960031554,5650.0,5728.0,188.86049395214303,5665.0,1.0,0.0,
42.0,192.69437864843545,195.3614288719432,5780.0,5860.0,193.227788693137,5796.0,1.0,0.0,
43.0,196.9949971338417,200.02876676308176,5909.0,6000.0,197.66175968971865,5929.0,1.0,0.0,
44.0,201.729011280568,204.56275214304495,6051.0,6136.0,202.162406941888,6064.0,1.0,0.0,
45.0,206.3630110439127,209.03006126742045,6190.0,6270.0,207.02977359978965,6210.0,1.0,0.0,
46.0,211.8971402576913,214.63086673678677,6356.0,6438.0,212.43055030239285,6372.0,1.0,0.0,
47.0,215.83103933736524,218.9648233499869,6474.0,6568.0,216.2977731264791,6488.0,1.0,0.0,
48.0,220.59839161188532,223.5321468577439,6617.0,6705.0,221.09846352879305,6632.0,1.0,0.0,
49.0,224.3322619247962,227.2326790428609,6729.0,6816.0,224.8990100972916,6746.0,1.0,0.0,
50.0,229.09961419931636,232.2000600841441,6872.0,6965.0,229.7997148829871,6893.0,1.0,0.0,
51.0,233.93364272942412,236.43400231396265,7017.0,7092.0,234.2003477517749,7025.0,1.0,0.0,
52.0,237.83420368130425,240.96798769392583,7134.0,7228.0,238.3009374704181,7148.0,1.0,0.0,
53.0,241.76810276097817,244.9685630291875,7252.0,7348.0,242.5682178280305,7276.0,1.0,0.0,
